,Titles,Description,Tags,Date
257,Shadows House,"['when', 'i', 'started', 'the', 'first', 'season', 'i', 'did', 'so', 'with', 'the', 'mindset', 'that', 'if', 'its', 'good', 'enough', 'ill', 'watch', 'second', 'straight', 'away', 'if', 'not', 'ill', 'wait', 'a', 'bit', 'well', 'this', 'review', 'will', 'only', 'cover', 'season', 'so', 'it', 'ended', 'up', 'not', 'jumping', 'straight', 'to', 'the', 'second', 'not', 'that', 'it', 'was', 'bad', 'but', 'just', 'did', 'not', 'end', 'up', 'enjoying', 'it', 'as', 'much', 'as', 'id', 'hoped', 'felt', 'that', 'it', 'was', 'pretty', 'slow', 'moving', 'characters', 'arent', 'that', 'interesting', 'that', 'got', 'me', 'invested', 'in', 'them', 'music', 'was', 'bland', 'so', 'was', 'the', 'oped', 'theres', 'this', 'interesting', 'mystery', 'behind', 'the', 'shadows', 'and', 'the', 'world', 'it', 'was', 'one', 'of', 'the', 'things', 'getting', 'my']",Recommended,17-Aug-24
258,Make Heroine ga Oosugiru!,"['this', 'anime', 'started', 'strong', 'a1', 'pictures', 'really', 'brought', 'their', 'a', 'game', 'for', 'this', 'one', 'and', 'with', 'the', 'strong', 'pitch', 'of', 'that', 'ep', '1', 'it', 'was', 'bound', 'to', 'be', 'good', 'but', 'alas', 'at', '6', 'episodes', 'in', 'theres', 'hardly', 'a', 'story', 'to', 'write', 'home', 'about', 'the', 'story', 'is', 'structured', 'a', 'bit', 'like', 'anthology', 'of', 'different', 'characters', 'individual', 'love', 'stories', 'and', 'rejection', 'from', 'the', 'perspective', 'of', 'our', 'little', 'mcill', 'talk', 'about', 'him', 'later', 'the', 'problem', 'here', 'is', 'the', 'mc', 'is', 'written', 'as', 'just', 'a', 'background', 'or', 'support', 'character', 'without', 'even', 'developing', 'their', 'own', 'character', 'the', 'main', 'girls', 'are', 'very', 'tropey', 'but', 'i', 'have', 'an', 'issue', 'where', 'they', 'dont']",Not Recommended,17-Aug-24
259,"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru","['to', 'be', 'honest', 'the', 'storyline', 'isnt', 'the', 'best', 'and', 'the', 'conflict', 'is', 'quite', 'simple', 'and', 'i', 'hate', 'the', 'time', 'travel', 'thingy', 'and', 'something', 'like', 'that', 'but', 'theres', 'something', 'to', 'made', 'me', 'really', 'attached', 'to', 'this', 'anime', 'because', 'how', 'rishe', 'the', 'mc', 'use', 'her', 'knowledge', 'from', 'past', 'live', 'and', 'use', 'it', 'with', 'consideration', 'and', 'wisely', 'also', 'the', 'political', 'love', 'shown', 'in', 'the', 'anime', 'is', 'somewhat', 'interesting', 'for', 'me', 'because', 'me', 'personally', 'doesnt', 'really', 'like', 'a', 'romance', 'genre', 'in', 'general', 'the', 'scenery', 'is', 'good', 'and', 'i', 'love', 'how', 'they', 'show', 'how', 'every', 'country', 'have', 'their', 'own', 'culture', 'and', 'national', 'treasure', 'and', 'also', 'the', 'world', 'building', 'is', 'quite']",Mixed Feelings,17-Aug-24
260,Mashle,"['mashle', 'is', 'harry', 'potter', 'if', 'harry', 'was', 'a', 'buff', 'guy', 'with', 'a', 'liberal', 'interpretation', 'of', 'physics', 'and', 'biology', 'it', 'is', 'clear', 'that', 'the', 'anime', 'got', 'a', 'lot', 'of', 'its', 'inspiration', 'from', 'harry', 'potter', 'but', 'it', 'feels', 'more', 'like', 'a', 'parody', 'than', 'a', 'copy', 'the', 'main', 'character', 'is', 'discriminated', 'against', 'because', 'he', 'doesnt', 'have', 'a', 'scar', 'on', 'his', 'face', 'goes', 'to', 'a', 'magic', 'school', 'gets', 'sorted', 'into', 'a', 'dorm', 'by', 'the', 'sorting', 'unicorn', 'and', 'ends', 'up', 'playing', 'a', 'ball', 'game', 'on', 'brooms', 'that', 'was', 'no', 'doubt', 'inspired', 'by', 'quidditch', 'while', 'this', 'may', 'sound', 'like', 'ripoff', 'the', 'anime', 'doesnt', 'take', 'all', 'concepts', 'seriously', 'and', 'seems', 'more', 'like']",Recommended,17-Aug-24
261,Monogatari Series: Off & Monster Season,"['here', 'we', 'go', 'again', 'the', 'monogatari', 'series', 'has', 'always', 'held', 'a', 'special', 'place', 'for', 'many', 'anime', 'fans', 'ever', 'since', 'bakemonogatari', 'first', 'aired', 'in', '2009', 'at', 'that', 'time', 'the', 'unusual', 'direction', 'style', 'coupled', 'with', 'brilliant', 'writing', 'immediately', 'captured', 'the', 'interest', 'of', 'many', 'the', 'series', 'continued', 'to', 'deliver', 'equally', 'scintillating', 'sequels—or', 'should', 'i', 'say', 'prequels—since', 'the', 'story', 'isn’t', 'narrated', 'chronologically', 'the', 'off', 'season', 'is', 'a', 'fantastic', 'continuation', 'of', 'this', 'amazing', 'series', 'while', 'it', 'doesn’t', 'dive', 'into', 'the', 'story', 'of', 'our', 'beloved', 'araragi', 'or', 'senjougahara', 'it', 'invests', 'in', 'the', 'stories', 'of', 'the', 'other', 'girls', 'who', 'were', 'involved', 'in', 'araragi’s', 'life', 'in', 'various', 'ways', 'just', 'like', 'every', 'previous', 'part', 'of', 'the']",Recommended,17-Aug-24
262,"""Oshi no Ko"" 2nd Season","['nobody', 'would', 'expect', 'for', 's2', 'to', 'have', 'that', 'good', 'of', 'a', 'start', 'compared', 'to', 's1', 'there', 'is', 'no', 'major', 'plot', 'progression', 'going', 'on', 'so', 'far', 'the', 'premise', 'appears', 'to', 'be', 'about', 'making', 'a', 'rivalry', 'between', 'kana', 'and', 'akane', 'it', 'deepens', 'their', 'character', 'on', 'a', 'very', 'needed', 'level', 'but', 'having', 'the', 'knowledge', 'of', 'the', 'manga', 'and', 'stuff', 'that', 'happens', 'both', 'kana', 'and', 'akane', 'are', 'plot', 'points', 'and', 'nothing', 'more', 'in', 'the', 'grand', 'scheme', 'of', 'things', 'in', 'fact', 'one', 'of', 'them', 'becomes', 'practically', 'nonexistent', 'the', 'other', 'big', 'problem', 'is', 'the', 'fact', 'that', 's1', 'used', 'its', 'runtime', 'to', 'establish', 'its', 'characters', 'but', 's2', 'here', 'introduces', 'new', 'ones', 'and']",Mixed Feelings,17-Aug-24
263,Kono Sekai wa Fukanzen Sugiru,"['without', 'going', 'into', 'spoilers', 'i', 'recommend', 'people', 'to', 'watch', 'this', 'show', 'if', 'theyre', 'into', 'the', 'genre', 'solid', '610', 'but', 'in', 'a', 'good', 'way', 'i', 'might', 'change', 'my', 'review', 'when', 'the', 'series', 'finish', 'since', 'im', 'writing', 'it', 'half', 'way', 'through', 'but', 'i', 'doubt', 'there', 'will', 'be', 'a', 'huge', 'shift', 'after', 'the', 'rest', 'of', 'the', 'season', 'is', 'out', 'the', 'show', 'is', 'light', 'and', 'enjoyable', 'touching', 'on', 'some', 'deeper', 'themes', 'that', 'are', 'standard', 'for', 'this', 'genre', 'stuck', 'in', 'a', 'game', 'like', 'exploring', 'if', 'advanced', 'ai', 'can', 'be', 'considered', 'human', 'how', 'people', 'act', 'when', 'they', 'can', 'do', 'near', 'anything', 'etc', 'the', 'main', 'problem', 'with', 'the', 'show', 'is', 'its', 'inconsistency', 'in', 'worldbuilding', 'parts']",Mixed Feelings,17-Aug-24
264,Kimitachi wa Dou Ikiru ka,"['why', '“the', 'boy', 'and', 'the', 'heron”', 'falls', 'short', '“the', 'boy', 'and', 'the', 'heron”', 'has', 'been', 'highly', 'anticipated', 'by', 'many', 'but', 'unfortunately', 'it', 'didn’t', 'live', 'up', 'to', 'the', 'hype', 'for', 'several', 'reasons', 'leading', 'me', 'to', 'not', 'recommend', 'it', 'firstly', 'the', 'pacing', 'of', 'the', 'film', 'is', 'incredibly', 'slow', 'while', 'some', 'might', 'argue', 'that', 'it’s', 'meant', 'to', 'build', 'atmosphere', 'it', 'often', 'feels', 'like', 'it’s', 'dragging', 'its', 'feet', 'leaving', 'viewers', 'struggling', 'to', 'stay', 'engaged', 'the', 'story', 'seems', 'to', 'wander', 'aimlessly', 'at', 'times', 'lacking', 'a', 'clear', 'direction', 'or', 'compelling', 'narrative', 'that', 'keeps', 'the', 'audience', 'invested', 'secondly', 'the', 'characters', 'are', 'underdeveloped', 'and', 'difficult', 'to', 'connect', 'with', 'the', 'protagonist’s', 'journey', 'which', 'should', 'be', 'the', 'heart']",Not Recommended,17-Aug-24
265,Shikanoko Nokonoko Koshitantan,"['reminiscent', 'of', 'other', 'frantic', 'and', 'chaotic', 'anime', 'in', 'the', 'vein', 'of', 'nichijou', 'school', 'rumble', 'excel', 'saga', 'or', 'cromartie', 'high', 'shikanoko', 'nokonoko', 'koshitantan', 'has', 'a', 'promising', 'start', 'and', 'leaves', 'you', 'hopeful', 'that', 'another', 'cult', 'classic', 'has', 'been', 'born', 'unfortunately', 'as', 'the', 'show', 'wears', 'on', 'we', 'are', 'left', 'feeling', 'empty', 'as', 'it', 'sucks', 'the', 'energy', 'out', 'of', 'its', 'own', 'thin', 'premise', 'while', 'a', 'constant', 'breakneck', 'pace', 'can', 'work', 'well', 'here', 'it', 'turns', 'into', 'an', 'almost', 'constant', 'droning', 'where', 'the', 'episodes', 'feel', 'like', 'they', 'go', 'on', 'forever', 'and', 'the', 'show', 'has', 'thrown', 'every', 'poorly', 'concieved', 'bit', 'at', 'the', 'wall', 'to', 'see', 'what', 'sticks', 'many', 'bits', 'are']",Mixed Feelings,17-Aug-24
266,Tsuki ga Michibiku Isekai Douchuu,"['another', 'isekai', 'anime', 'where', 'the', 'protagonist', 'is', 'practically', 'a', 'god', 'he', 'can', 'do', 'and', 'destroy', 'whatever', 'he', 'wants', 'after', 'being', 'summoned', 'to', 'another', 'world', 'because', 'of', 'his', 'parents', 'he', 'gains', 'supreme', 'abilities', 'but', 'the', 'goddess', 'considers', 'makoto', 'ugly', 'and', 'banishes', 'him', 'to', 'a', 'desert', 'region', 'where', 'he', 'begins', 'his', 'journey', 'in', 'this', 'new', 'world', 'after', 'his', 'encounter', 'with', 'ema', 'the', 'protagonist', 'is', 'a', 'character', 'with', 'superficial', 'development', 'without', 'any', 'enemies', 'that', 'put', 'him', 'at', 'risk', 'he', 'also', 'follows', 'the', 'cliche', 'of', 'the', 'hero', 'who', 'arrives', 'in', 'the', 'other', 'world', 'and', 'builds', 'his', 'own', 'city', 'without', 'any', 'difficulty', 'and', 'the', 'harem', 'that', 'cannot', 'be', 'missed', 'with', 'two']",Not Recommended,17-Aug-24
267,"""Oshi no Ko""","['its', 'about', 'idol', 'idol', 'culture', 'the', 'behind', 'the', 'scenes', 'of', 'idol', 'culture', 'and', 'its', 'a', 'revenge', 'story', 'all', 'wrapped', 'in', '1', 'the', 'intro', 'and', 'outro', 'are', 'absolute', 'bangers', 'the', 'idea', 'of', '2', 'idol', 'fans', 'being', 'reborn', 'as', 'the', 'twins', 'of', 'their', 'idol', 'is', 'already', 'pretty', 'interesting', 'enough', 'on', 'top', 'of', 'that', 'she', 'gets', 'murdered', '1', 'twin', 'chooses', 'to', 'be', 'an', 'idol', 'like', 'her', 'mother', 'while', 'the', 'other', 'twin', 'chooses', 'revenge', 'for', 'the', 'one', 'who', 'caused', 'the', 'death', 'of', 'his', 'mother', 'its', 'a', 'must', 'watch', 'for', 'all', 'anime', 'fans', 'its', 'many', 'things', 'and', 'being', 'full', 'of', 'surprises', 'is', 'one', 'of', 'them']",Recommended,17-Aug-24
268,To LOVE-Ru,"['as', 'a', 'fan', 'of', 'the', 'ecchi', 'genre', 'i', 'felt', 'embarrassed', 'for', 'never', 'having', 'seen', 'this', 'classic', 'for', 'one', 'reason', 'or', 'another', 'i', 'kept', 'putting', 'it', 'off', 'at', 'the', 'time', 'of', 'writing', 'this', 'i', 'have', 'only', 'watched', 'the', 'first', 'season', 'in', 'its', 'entirety', 'i', 'have', 'seen', 'very', 'low', 'ratings', 'for', 'to', 'love', 'ru', 'and', 'i', 'think', 'this', 'happens', 'because', 'the', 'purpose', 'of', 'this', 'anime', 'is', 'not', 'understood', 'to', 'love', 'ru', 'does', 'not', 'try', 'to', 'tell', 'an', 'epic', 'deep', 'or', 'intriguing', 'story', 'on', 'the', 'contrary', 'it', 'is', 'just', 'a', 'comedy', 'with', 'simple', 'episodes', 'meant', 'to', 'make', 'you', 'laugh', 'the', 'question', 'is', 'does', 'it', 'do', 'it', 'well', 'the', 'answer', 'is', 'a', 'resounding']",Recommended,17-Aug-24
269,Bastard!! Ankoku no Hakaishin: Jigoku no Chinkonka-hen,"['the', 'second', 'season', 'of', 'bastard', 'arrives', 'with', 'the', 'goal', 'of', 'saving', 'this', 'saga', 'it', 'was', 'clear', 'that', 'the', 'first', 'season', 'was', 'made', 'with', 'a', 'lot', 'of', 'ambition', 'and', 'expectation', 'so', 'even', 'though', 'the', 'result', 'was', 'clearly', 'not', 'what', 'anyone', 'expected', 'they', 'were', 'not', 'going', 'to', 'let', 'the', 'project', 'die', 'so', 'easily', 'the', 'reality', 'is', 'that', 'bastard', 'improves', 'quite', 'a', 'bit', 'in', 'this', 'continuation', 'the', 'author', 'clearly', 'learns', 'from', 'his', 'mistakes', 'and', 'brings', 'us', 'a', 'much', 'bettertold', 'story', 'with', 'a', 'more', 'intriguing', 'and', 'exciting', 'plot', 'development', 'what', 'is', 'never', 'very', 'clear', 'is', 'the', 'limit', 'of', 'dark', 'schneider’s', 'power', 'which', 'complicates', 'the', 'argument', 'it', 'is', 'supposed', 'that', 'dark', 'schneider', 'and']",Recommended,17-Aug-24
270,Bastard!! Ankoku no Hakaishin Part 2 (ONA),"['bastard', 'is', 'an', 'ambitious', 'anime', 'that', 'clearly', 'shows', 'the', 'animation', 'studio’s', 'readiness', 'to', 'create', 'a', 'new', 'classic', 'it’s', 'a', 'shame', 'it', 'only', 'remained', 'a', 'wish', 'it’s', 'not', 'a', 'bad', 'anime', 'but', 'in', 'the', 'end', 'it', 'wasn’t', 'the', 'success', 'they', 'hoped', 'for', 'the', 'reason', 'the', 'lack', 'of', 'a', 'compelling', 'narrative', 'it', 'takes', 'much', 'more', 'than', 'a', 'story', 'based', 'on', 'an', 'ancient', 'curse', 'and', 'fierce', 'battles', 'to', 'create', 'an', 'epiclevel', 'story', 'at', 'some', 'point', 'in', 'the', 'plot', 'the', 'author', 'loses', 'the', 'thread', 'and', 'focuses', 'on', 'sending', 'monsters', 'and', 'more', 'monsters', 'to', 'our', 'protagonist', 'the', 'legendary', 'dark', 'schneider', 'without', 'any', 'kind', 'of', 'plot', 'or', 'storyline', 'this', 'ends', 'up', 'while', 'not', 'being', 'a']",Mixed Feelings,17-Aug-24
271,The Last: Naruto the Movie,"['i', 'remember', 'watching', 'this', 'movie', '10', 'years', 'ago', 'and', 'strongly', 'disliking', 'it', 'this', 'was', 'back', 'in', 'a', 'time', 'where', 'i', 'really', 'started', 'to', 'dislike', 'naruto', 'considering', 'how', 'bad', 'the', 'story', 'was', 'getting', 'and', 'much', 'filler', 'hell', 'the', 'shippuden', 'anime', 'was', 'going', 'through', 'at', 'the', 'time', 'it', 'wouldnt', 'even', 'end', 'until', '3', 'years', 'later', 'after', 'this', 'movie', 'came', 'out', 'now', 'that', 'im', 'kind', 'of', 'softer', 'on', 'naruto', 'the', 'original', 'series', 'is', 'really', 'good', 'and', 'have', 'finished', 'shippuden', 'all', 'the', 'way', 'to', 'the', 'end', 'while', 'skipping', 'as', 'much', 'filler', 'and', 'mixed', 'canon', 'as', 'possible', 'i', 'still', 'definely', 'think', 'this', 'movie', 'is', 'bad', 'expecting', 'great', 'writing', 'out', 'of']",Not Recommended,17-Aug-24
272,Bastard!! Ankoku no Hakaishin (ONA),"['ambition', 'that’s', 'the', 'word', 'i', 'would', 'use', 'to', 'describe', 'the', 'bastard', 'project', 'and', 'this', 'anime', 'comes', 'with', 'good', 'animation', 'a', 'promising', 'story', 'and', 'good', 'characters', 'definitely', 'a', 'project', 'for', 'several', 'seasons', 'however', 'something', 'doesn’t', 'go', 'well', 'it’s', 'as', 'if', 'the', 'author', 'knows', 'they', 'want', 'to', 'tell', 'a', 'great', 'story…', 'but', 'doesn’t', 'know', 'how', 'the', 'plot', 'develops', 'without', 'any', 'real', 'climax', 'the', 'protagonist', 'dark', 'schneider', 'doesn’t', 'need', 'to', 'do', 'much', 'to', 'solve', 'mysteries', 'although', 'he', 'starts', 'a', 'journey', 'at', 'the', 'beginning', 'in', 'the', 'end', 'all', 'the', 'villains', 'come', 'to', 'him', 'one', 'by', 'one', 'this', 'leaves', 'a', 'very', 'bad', 'taste', 'each', 'episode', 'is', 'just', 'about', 'seeing', 'a', 'stronger', 'villain', 'than']",Mixed Feelings,17-Aug-24
273,Innocence,"['the', 'complexity', 'of', 'ghost', 'in', 'the', 'shell', '2', 'innocence', 'surpasses', 'that', 'of', 'its', 'predecessor', 'and', 'in', 'a', 'good', 'way', 'better', 'worked', 'at', 'the', 'script', 'level', 'it', 'achieves', 'a', 'credible', 'science', 'fiction', 'story', 'with', 'an', 'important', 'background', 'about', 'the', 'importance', 'of', 'humanity', 'in', 'the', 'face', 'of', 'a', 'world', 'that', 'is', 'degrading', 'at', 'times', 'in', 'search', 'of', 'a', 'technology', 'that', 'solves', 'everything', 'but', 'this', 'innocence', 'does', 'not', 'only', 'live', 'on', 'plot', 'complexity', 'which', 'is', 'enough', 'but', 'its', 'visual', 'complexity', 'reaches', 'impressive', 'levels', 'that', 'are', 'captured', 'with', 'astonishing', 'success', 'and', 'fascination', 'for', 'the', 'viewer', 'on', 'the', 'screen', '3d', 'is', 'included', 'in', 'traditional', '2d', 'animation', 'with', 'such', 'effectiveness', 'that', 'it']",Recommended,17-Aug-24
274,Koukaku Kidoutai,"['its', 'one', 'of', 'those', 'movies', 'that', 'you', 'have', 'to', 'look', 'forward', 'to', 'because', 'youve', 'heard', 'a', 'lot', 'about', 'them', 'but', 'you', 'never', 'look', 'for', 'the', 'right', 'time', 'to', 'see', 'them', 'i', 'saw', 'it', 'once', 'and', 'it', 'didnt', 'convince', 'me', 'at', 'all', 'but', 'one', 'night', 'with', 'nothing', 'better', 'to', 'see', 'i', 'decided', 'to', 'give', 'it', 'a', 'second', 'chance', 'we', 'are', 'facing', 'a', 'masterful', 'work', 'an', 'eternal', 'work', 'of', 'manga', 'cinema', 'and', 'it', 'is', 'because', 'it', 'has', 'everything', 'some', 'memorable', 'scenes', 'very', 'complex', 'animation', 'and', 'best', 'of', 'all', 'the', 'theme', 'is', 'sometimes', 'complex', 'and', 'there', 'are', 'even', 'scenes', 'that', 'i', 'have', 'had', 'to', 'see', 'several', 'times', 'to', 'get', 'the']",Recommended,17-Aug-24
275,Akira,"['a', 'city', 'a', 'devastating', 'explosion', 'a', 'group', 'of', 'young', 'motorcyclists', 'travel', 'through', 'the', 'neontinted', 'streets', 'of', 'the', 'renewed', 'city', 'trying', 'to', 'evade', 'their', 'oppression', 'thus', 'begins', 'one', 'of', 'the', 'most', 'fascinating', 'episodes', 'that', 'japanese', 'comics', 'have', 'given', 'birth', 'to', 'a', 'twist', 'to', 'the', 'thengrowing', 'proliferation', 'of', 'science', 'fiction', 'and', 'cyberpunk', 'aesthetics', 'led', 'by', 'katsuhiro', 'otomo', 'who', 'gave', 'the', 'first', 'strokes', 'to', 'his', 'extravagant', 'sense', 'of', 'seeing', 'things', 'although', 'akiras', 'manga', 'has', 'a', 'more', 'elaborate', 'and', 'better', 'calculated', 'development', 'this', 'adaptation', 'to', 'the', 'big', 'screen', 'carried', 'out', 'by', 'the', 'same', 'author', 'nevertheless', 'includes', 'another', 'series', 'of', 'virtues', 'that', 'it', 'does', 'not', 'have', 'on', 'paper', 'the', 'first', 'of', 'them']",Recommended,17-Aug-24
276,Bokutachi no Remake,"['as', 'i', 'say', 'with', 'many', 'anime', 'that', 'i', 'rate', 'highly', 'this', 'was', 'a', 'great', 'but', 'flawed', 'anime', 'this', 'anime', 'is', 'about', 'what', 'happens', 'if', 'a', 'guy', 'down', 'on', 'his', 'luck', 'is', 'able', 'to', 'go', 'back', 'and', 'time', 'and', 'make', 'a', 'different', 'decision', 'at', 'a', 'pivotal', 'moment', 'in', 'their', 'life', 'it', 'explores', 'the', 'obvious', 'but', 'usually', 'overlooked', 'fact', 'that', 'this', 'change', 'not', 'only', 'affects', 'you', 'but', 'those', 'you', 'might', 'interact', 'with', 'as', 'well', 'and', 'the', 'future', 'that', 'you', 'wanted', 'to', 'bring', 'into', 'being', 'might', 'be', 'significantly', 'altered', 'or', 'even', 'change', 'entirely', 'and', 'this', 'was', 'the', 'aspect', 'of', 'it', 'that', 'i', 'really', 'loved', 'at', 'the', 'end', 'of', 'the']",Recommended,17-Aug-24
277,Boku no Kokoro no Yabai Yatsu 2nd Season,"['i', 'swear', 'yamada', 'and', 'ichikawa', 'are', 'a', 'match', 'made', 'in', 'heaven', 'their', 'love', 'story', 'is', 'literally', 'the', 'most', 'adorable', 'thing', 'ive', 'ever', 'seen', 'i', 'mean', 'who', 'wouldnt', 'fall', 'for', 'yamadas', 'deadpan', 'reactions', 'and', 'ichikawas', 'quirky', 'enthusiasm', 'this', 'anime', 'is', 'so', 'much', 'more', 'than', 'just', 'a', 'romance', 'though', 'its', 'a', 'beautiful', 'tale', 'of', 'love', 'friendship', 'and', 'selfdiscovery', 'with', 'a', 'healthy', 'dose', 'of', 'humor', 'thrown', 'in', 'i', 'loved', 'watching', 'the', 'characters', 'grow', 'and', 'evolve', 'throughout', 'the', 'series', 'it', 'felt', 'so', 'real', 'and', 'relatable', 'and', 'can', 'we', 'talk', 'about', 'the', 'supporting', 'cast', 'theyre', 'all', 'so', 'unique', 'and', 'lovable', 'in', 'their', 'own', 'ways', 'i', 'have', 'to', 'admit', 'i', 'was']",Recommended,17-Aug-24
